query,title,query_count,title_count,cooccurrence,npmi,similarity
smuckers,smucker,53,164,21,0.8039100905522055,0.9494832754135132
macaron,macarons,726,104,12,0.6027174910888867,0.9494251608848572
rafts,raft,158,1048,30,0.6487404576835119,0.9493523240089417
trespass,trespassing,43,136,11,0.7553181466808211,0.9492028951644897
blocker,blockers,2171,190,13,0.5026215680906874,0.9491642117500305
invitations,invites,1790,424,62,0.6256820531108946,0.9491552114486694
invites,invitations,424,1790,49,0.5990339996671762,0.9491552114486694
gelatine,gelatin,35,1012,11,0.6416750369566023,0.9491180181503296
quadrangulari,quadrangularis,11,26,13,0.9664531974089958,0.9490949511528015
quilts,quilt,634,6107,156,0.6158708015659182,0.9489749670028687
stapler,staplers,740,62,13,0.6426631445447059,0.9488815665245056
staplers,stapler,62,740,20,0.6890603880271141,0.9488815665245056
bedspreads,bedspread,257,2457,39,0.5866187117959021,0.9487675428390503
beard,beards,10810,309,55,0.5079415274095084,0.9486685991287231
carabiner,carabiners,3042,428,31,0.513180210190409,0.9486258625984192
combs,comb,1500,7274,123,0.510171106493093,0.9485116004943848
tester,testers,3329,67,13,0.5418278682902227,0.9484390616416931
testers,tester,67,3329,21,0.5904649409375583,0.9484390616416931
rainsticks,rainstick,32,33,11,0.8633102359937584,0.9483805298805237
patches,patch,5155,10466,396,0.5238194825568121,0.9483791589736938
electricians,electrician,101,367,21,0.7085115390739809,0.9483440518379211
handlebars,handlebar,412,2061,61,0.6158705277509388,0.9483225345611572
heaters,heater,1108,15852,756,0.7052069424375668,0.9481683969497681
mailers,mailer,1659,475,63,0.6248617803049098,0.9480331540107727
mailer,mailers,475,1659,66,0.6302388213365975,0.9480331540107727
slime.,slime,22,6976,40,0.6865380420311196,0.9478603005409241
crust,crusts,527,88,16,0.664009487990274,0.9478159546852112
tamarin,tamarind,11,112,12,0.863816409373273,0.9477115273475647
deadbolts,deadbolt,41,1813,16,0.6335228077914951,0.9476693868637085
modems,modem,96,1902,11,0.5382026103486011,0.9476614594459534
bathrobes,bathrobe,357,2508,38,0.5598955928728366,0.947661280632019
couplings,coupling,122,1063,36,0.685904336795388,0.94759202003479
ddr3,ddr3l,978,247,14,0.5440371857054956,0.9474871754646301
pedestals,pedestal,40,1630,12,0.61202610678012,0.9474816918373108
ziplines,zipline,59,460,17,0.7053128054282987,0.9474495053291321
rifles,rifle,627,4644,73,0.5483681331960008,0.9474408626556396
brims,brim,26,3014,12,0.6003587771507107,0.9473957419395447
coops,coop,51,860,13,0.6455343032265889,0.9473112225532532
husk,husks,592,46,11,0.6582613819464374,0.9472997188568115
rangefinders,rangefinder,32,582,13,0.7001530960884025,0.9472265243530273
waffle,waffles,4629,478,60,0.5463129443545015,0.9471394419670105
arcade,arcades,2272,90,16,0.5681313168547731,0.9471023678779602
australia,australian,685,632,17,0.525636749765758,0.9470410943031311
routers,router,373,6852,236,0.7006909809372166,0.9470168948173523
vests,vest,775,15808,133,0.5103350468256328,0.9468371272087097
kettles,kettle,112,4741,57,0.6412062484413469,0.9467953443527222
t580,t585,351,217,27,0.6890601053533093,0.9467793703079224
tweeters,tweeter,103,181,13,0.7000880759736731,0.9467382431030273
toaster,toasters,3651,415,35,0.5153582454460288,0.9466893672943115
toasters,toaster,415,3651,166,0.6949401846722372,0.9466893672943115
caskets,casket,146,614,127,0.8720277924604791,0.9466217160224915
mannequins,mannequin,42,1461,26,0.6992268731494735,0.9465600252151489
keyblades,keyblade,18,43,12,0.8933057090482154,0.946556568145752
innovation,innovations,216,797,12,0.5504290111533257,0.9465031027793884
b450,b450m,339,103,27,0.741225829316125,0.9464412331581116
tensors,tensor,21,12,12,0.9644968007764076,0.9463685750961304
votives,votive,84,1105,23,0.6580537604093809,0.9463590383529663
hippo,hippos,373,132,10,0.6112062304377679,0.9463587403297424
duvets,duvet,57,12393,26,0.5362168440182727,0.9463569521903992
engravers,engraver,12,1291,11,0.6938506424204803,0.9462887048721313
shampoos,shampoo,128,18542,62,0.5449380486017957,0.9462165832519531
frothers,frother,42,1727,24,0.6791014363457647,0.9461956024169922
fascinators,fascinator,212,297,40,0.7477365984992882,0.9461883306503296
flange,flanges,1250,182,14,0.5478808244559873,0.9461686611175537
sharkbites,sharkbite,13,225,12,0.8089608437490045,0.9461379051208496
stratocast,stratocaster,31,377,31,0.8313506145734592,0.9461039900779724
generators,generator,312,3951,134,0.6832048654971531,0.9459455013275146
kart,karts,2464,123,12,0.5145466308467812,0.9459248185157776
nutrients,nutrient,1027,927,25,0.5123511558391012,0.9459042549133301
references,reference,67,1520,12,0.5837345168304037,0.945868194103241
washcloths,washcloth,1286,497,18,0.5059472326261726,0.945807158946991
hentais,hentai,21,58,12,0.8645414698048037,0.9457931518554688
hubcaps,hubcap,185,106,12,0.6882467003551127,0.9457724094390869
mosquitos,mosquito,125,3544,21,0.5453281437268053,0.9457567930221558
pacifier,pacifiers,2362,827,60,0.555119450099409,0.9457380771636963
pacifiers,pacifier,827,2362,127,0.6421211585559916,0.9457380771636963
autocollant,autocollants,16,90,16,0.8883843665768374,0.9456974864006042
fryers,fryer,372,5177,127,0.6431801520053649,0.9456862211227417
fryer,fryers,5177,372,51,0.5384561991716741,0.9456862211227417
gliders,glider,110,1326,12,0.560943304814565,0.9456862211227417
recorders,recorder,84,4078,23,0.5716471197570233,0.9456298351287842
notebook,notebooks,19883,2721,331,0.5016438504025637,0.9455677270889282
littleest,littlest,19,330,13,0.7695734251112493,0.9455658793449402
locket,lockets,1080,113,21,0.6301297503841509,0.9455639719963074
lockets,locket,113,1080,17,0.6077825949426804,0.9455639719963074
moleskin,moleskine,37,425,24,0.780553258447563,0.9455363750457764
fuse,fuses,2211,348,48,0.5957876940021718,0.9453819990158081
fuses,fuse,348,2211,41,0.5784802187829425,0.9453819990158081
yarn,yarns,5333,89,15,0.5074279791497733,0.9453586339950562
cardigans,cardigan,1079,6455,123,0.543582160239071,0.9453297257423401
dressers,dresser,360,5746,171,0.675022838742234,0.9453263282775879
dinosaur,dinosaurs,11444,1842,179,0.5031321942351075,0.9453243613243103
charts,chart,648,3994,66,0.5456476149596031,0.9452253580093384
plungers,plunger,47,561,22,0.7362290366334537,0.9452037811279297
motherboard,motherboards,1747,55,10,0.569273358722462,0.9451841115951538
motherboards,motherboard,55,1747,16,0.6169358726287804,0.9451841115951538
dollars,dollar,977,1401,65,0.5892357764818996,0.9451559782028198
chisel,chisels,1572,138,19,0.5818772044955741,0.9451215863227844
sciatic,sciatica,209,1467,12,0.5138117588247572,0.945071280002594
headboards,headboard,77,4914,14,0.5152863098643033,0.9450663924217224
moccasins,moccasin,436,1039,37,0.6036031345279808,0.9449937343597412
monogrammed,monogram,329,1823,26,0.5471341483914277,0.9449485540390015
duffle,duffel,1273,2592,147,0.6206911415245391,0.9449211955070496
nurses,nurse,1744,4437,120,0.5329293305807656,0.9448462724685669
swatters,swatter,53,244,11,0.7052465766906845,0.9448169469833374
palettes,palette,384,3810,92,0.6246081100667779,0.9447494149208069
colander,colanders,753,146,14,0.5944737153255735,0.944718599319458
colanders,colander,146,753,17,0.6145577101975229,0.944718599319458
carafes,carafe,121,1866,16,0.5617261953952281,0.9447178244590759
mules,mule,309,1297,34,0.602713876791148,0.9446806907653809
chairs,chair,11674,64211,2584,0.5456436211338227,0.9446460604667664
planers,planer,93,838,94,0.8411394172738161,0.9445585012435913
costumes,costume,7980,49504,1473,0.5248111253934445,0.9445305466651917
headlamp,headlamps,1279,242,13,0.5209348628437588,0.9444453716278076
headlamps,headlamp,242,1279,19,0.5586518997848312,0.9444453716278076
tomatoes,tomato,438,1025,24,0.5581362112922864,0.9443956613540649
figurines,figurine,1242,2574,105,0.5829009325704083,0.9443880915641785
wavers,waver,30,512,12,0.7037438862172374,0.94435715675354
skirts,skirt,3767,18862,798,0.5923355792353575,0.944188117980957
enzymes,enzyme,1724,1284,55,0.5368341459576704,0.9441136717796326
enzyme,enzymes,1284,1724,56,0.5387812373240454,0.9441136717796326
multivitamins,multivitamin,365,5821,76,0.5754949174695314,0.9439530372619629
corsette,corset,17,3404,12,0.6195944263223477,0.9438372254371643
popsicle,popsicles,1207,98,20,0.6269634644931574,0.9438329339027405
squishy,squishys,1933,163,22,0.5725535160216046,0.9438173770904541
snowflake,snowflakes,3071,941,56,0.5200381291795427,0.9437211751937866
meditation,meditations,2784,134,16,0.5292770903411094,0.9436993598937988
grills,grill,1723,15214,203,0.5009023416360534,0.9436483383178711
menorahs,menorah,32,141,22,0.8527070924809859,0.9435924291610718
bike,bicycle,37256,13927,1743,0.5233260754609762,0.9435644745826721
mold,molds,8503,7576,454,0.5263732197900882,0.9435567855834961
molds,mold,7576,8503,678,0.5785682712197358,0.9435567259788513
recover,recovery,212,7734,38,0.518485431978776,0.9435337781906128
sparcs,sparc,13,22,12,0.9564673961799488,0.9434462785720825
kite,kites,697,192,17,0.6018025729526408,0.9434183239936829
kites,kite,192,697,38,0.6899935857758854,0.9434183239936829
guitar,guitars,13924,712,149,0.53927460196582,0.9433568716049194
guitars,guitar,712,13924,122,0.5163828936116633,0.9433568716049194
stoves,stove,443,6479,75,0.5524052980425606,0.943282961845398
crease,creases,1125,119,12,0.5663828764659885,0.9432421922683716
chandelier,chandeliers,3567,586,48,0.5262697713359048,0.9431959390640259
chandeliers,chandelier,586,3567,63,0.555696814552477,0.9431959390640259
session,sessions,914,446,23,0.5601348857204728,0.9431726336479187
hamster,hamsters,1491,206,26,0.5917807865446733,0.9430961012840271
hamsters,hamster,206,1491,11,0.5053894737419479,0.9430961012840271
sausages,sausage,197,1215,14,0.5446262921003557,0.9430809020996094
cigarette,cigarettes,2460,531,78,0.6134608950741465,0.9430631399154663
chacheres,chachere,22,46,14,0.8948268520380228,0.9430445432662964
gopros,gopro,60,2995,19,0.5941829718719445,0.9429941773414612
zbars,zbar,15,176,13,0.8247307698918792,0.9429858922958374
utensils,utensil,5454,4785,241,0.5214303477378887,0.9429671168327332
seamers,seamer,21,72,14,0.8691029811303818,0.9429370760917664
programable,programmable,56,5363,12,0.5151236487945126,0.9429073333740234
potatoes,potato,327,2353,22,0.5136453575373108,0.9428272247314453
relay,relays,1337,89,16,0.6031177604018928,0.9425618648529053
mainstays,mainstay,486,245,14,0.5893613570982311,0.9424840807914734
oxide,oxides,2653,52,13,0.5724629084697447,0.9424505233764648
muzzle,muzzles,237,45,11,0.7174071199678641,0.942421555519104
mailbox,mailboxes,1546,549,53,0.5999906744649034,0.9424113631248474
mailboxes,mailbox,549,1546,100,0.6744510774532865,0.9424113631248474
drz400,drz400s,85,18,10,0.828918175504004,0.9423221945762634
bros,bros.,783,745,47,0.61268609025831,0.9422984719276428
griots,griot,19,60,19,0.9248568785851744,0.9422755241394043
buffets,buffet,187,2118,34,0.6035164280993203,0.9420298337936401
bralettes,bralette,119,1652,48,0.6907046915980604,0.9420244097709656
opener,openers,10360,806,129,0.5355244053947766,0.9420146346092224
sharpies,sharpie,66,1317,67,0.7889723206366654,0.9419918060302734
hoodies,hoodie,4821,23181,679,0.5317875175461305,0.9418824911117554
headers,header,133,833,32,0.6831250472282149,0.9418070316314697
journals,journal,1154,12374,246,0.5712064131269206,0.9417145848274231
buzzer,buzzers,459,171,28,0.6911651487870059,0.9416946768760681
carriers,carrier,1614,13288,184,0.5049854089829823,0.9416385889053345
syringe,syringes,7165,3984,422,0.583931562551453,0.9416166543960571
syringes,syringe,3984,7165,388,0.5731024156492659,0.9416166543960571
flags,flag,4301,24042,642,0.531094478941384,0.9415746927261353
swaddle,swaddling,2774,304,21,0.5029840537985338,0.9414122700691223
bullwhips,bullwhip,18,77,13,0.8658187784507714,0.9414041042327881
technique,techniques,337,797,12,0.5222096793826747,0.9412766695022583
parkinsons,parkinson,117,101,21,0.7837074740675017,0.9412629008293152
alpinestar,alpinestars,15,190,15,0.83660909768571,0.9412097930908203
wedges,wedge,649,5969,91,0.5524282003599065,0.9411868453025818
circuit,circuits,2308,319,20,0.5070763994869212,0.9410803318023682
parachutes,parachute,16,658,23,0.8020883107085854,0.9410768747329712
stools,stool,2836,8422,333,0.5681007586220069,0.9410144090652466
ap13b3k,ap13b8k,29,13,13,0.9488376507251034,0.9409335255622864
axles,axle,233,1781,23,0.558955728148956,0.9408571720123291
dragonflys,dragonfly,22,785,18,0.7410953739824662,0.9407619833946228
spacers,spacer,922,1424,50,0.5630555707968915,0.940686047077179
arnica,arnicare,542,47,13,0.6801811520434904,0.9405362606048584
saddles,saddle,156,3003,37,0.6013097525319078,0.9405027031898499
bikinis,bikini,339,13649,72,0.5136882096529418,0.9404871463775635
penhaligons,penhaligon,15,24,12,0.9418685943073974,0.9404250383377075
spatula,spatulas,2735,533,66,0.5864816667970509,0.9402861595153809
rugs,rug,10454,24439,1660,0.5818665999620166,0.9402559995651245
awnings,awning,61,1028,13,0.6227388663859881,0.9402127861976624
programmers,programmer,69,509,11,0.6422099077836317,0.9401170611381531
cufflinks,cufflink,531,94,19,0.6778919157393546,0.9400189518928528
cufflink,cufflinks,94,531,17,0.6657845192457116,0.9400189518928528
sulfites,sulfite,72,135,10,0.7129602171106736,0.9400127530097961
ladder,ladders,5226,592,58,0.5189902392115405,0.9400054216384888
ladders,ladder,592,5226,61,0.5244091416376157,0.9400054216384888
politics,political,443,730,13,0.5181391885075064,0.9399985671043396
templates,template,896,1304,49,0.5689808440325009,0.9399695992469788
reel,reels,6725,505,58,0.5124181366353576,0.9399330615997314
reels,reel,505,6725,61,0.5178135934976132,0.9399330615997314
slime,slimes,6976,118,23,0.513630480015908,0.9399024844169617
holsters,holster,751,11991,167,0.5599672460631866,0.9398374557495117
grasshopper,grasshoppers,158,119,16,0.7223510084866807,0.9398195147514343
pimple,pimples,1318,169,15,0.5561134444267706,0.9397380352020264
kawai,kawaii,31,2795,10,0.5757591336922321,0.9396840929985046
strippers,stripper,29,566,16,0.7311284594816522,0.939668595790863
wallets,wallet,2488,27875,731,0.5824306396591188,0.9396229982376099
snapbacks,snapback,67,1364,39,0.7191568492903395,0.9395005702972412
toothbrush,toothbrushes,9467,1075,167,0.5506502355734204,0.939500093460083
necklaces,necklace,6239,40531,1087,0.5232782698518526,0.939498782157898
extinguishers,extinguisher,65,800,33,0.7379136773057345,0.9394515752792358
fitbits,fitbit,20,7587,19,0.6052345092413356,0.9394103288650513
pizza,pizzas,3942,93,16,0.5304041438697148,0.9394052028656006
ukulele,ukuleles,1491,29,10,0.6193520083488506,0.939365565776825
mammutt,mammut,16,52,16,0.9238335291443233,0.9393615126609802
clocks,clock,1824,17052,635,0.6315350529454664,0.9393590688705444
floats,float,1604,4296,232,0.6209372519072857,0.9392887949943542
jeggings,jegging,197,295,14,0.6353170262389164,0.9392473697662354
stroopwafel,stroopwafels,36,155,22,0.8386899048627919,0.9391579627990723
ashtray,ashtrays,522,77,19,0.6920450623558948,0.9391432404518127
ashtrays,ashtray,77,522,23,0.7134372001098913,0.9391432404518127
birdbaths,birdbath,47,171,10,0.724884519749657,0.9391003251075745
workstations,workstation,90,3541,15,0.5330618531595833,0.9389838576316833
nightlights,nightlight,204,1567,17,0.5453115954574758,0.9389201998710632
boardgames,boardgame,15,83,12,0.8631504789442149,0.9389078617095947
sweaters,sweater,3403,15682,759,0.610111293354105,0.9388341307640076
cueas,cuea,14,14,14,1.0,0.9387273788452148
replicas,replica,105,1613,17,0.5865223633582097,0.9387035965919495
blouses,blouse,4092,10265,302,0.5108489201176395,0.9385368824005127
edgers,edger,32,650,10,0.6652474270291554,0.9384407997131348
girly,girlie,789,55,12,0.6378543515321188,0.9384208917617798
ramps,ramp,1124,2050,143,0.6443549443390967,0.9384059906005859
styluses,stylus,71,5513,29,0.5871676006270189,0.9384028315544128
undershirt,undershirts,1080,825,23,0.5083905994219705,0.9384010434150696
undershirts,undershirt,825,1080,40,0.5657265204475463,0.93840092420578
parrots,parrot,182,987,18,0.5885942477831669,0.938335120677948
lockers,locker,345,2196,46,0.5921500028141097,0.9383097290992737
pedals,pedal,1382,5073,127,0.5467772714057039,0.9382808804512024
serums,serum,148,8054,31,0.5191381743468034,0.9382067322731018
telescope,telescopes,933,52,17,0.6676274998990951,0.9381451606750488
jigs,jig,336,1148,46,0.6389677393603121,0.9381088614463806
pumpkins,pumpkin,1283,7022,105,0.5066824133545645,0.9379860162734985
backdrops,backdrop,950,7879,123,0.5382217354144054,0.9379330277442932
ovens,oven,628,15356,138,0.5324874266338955,0.937908411026001
backpacks,backpack,2935,36499,829,0.5619829359138426,0.9378949403762817
sunflower,sunflowers,6468,835,73,0.5041048513266542,0.9378920197486877
earbuds,earphones,13220,6820,644,0.5431340854787113,0.9378289580345154
fridges,fridge,63,8069,16,0.5092808840199332,0.9377742409706116
frozen.,frozen,14,7740,15,0.6024834188556516,0.9376473426818848
wig,wigs,18814,21783,2259,0.5832741744851506,0.9376347661018372
wigs,wig,21783,18814,1357,0.5101466882570189,0.9376347064971924
nitril,nitrile,13,1426,12,0.6918132222446743,0.9375602006912231
vampire,vampires,1668,81,12,0.565801243769712,0.9375565052032471
struts,strut,534,429,15,0.5543061945222667,0.9375462532043457
shotgun,shotguns,1430,210,20,0.5658762445725585,0.9374233484268188
